TransactionID;CustomerID;Date;ProductID;Price;Qty;TotalAmount;StoreID
TR51478;239;05/07/2022;P5;4200;2;8400;3
TR57847;363;05/07/2022;P1;8800;10;88000;4
TR69229;46;05/07/2022;P8;16000;2;32000;4
TR74692;89;05/07/2022;P10;15000;2;30000;9
TR78634;198;05/07/2022;P5;4200;2;8400;1
TR92181;342;05/07/2022;P2;3200;3;9600;14
TR93280;287;05/07/2022;P3;7500;3;22500;7
TR13781;54;06/07/2022;P3;7500;6;45000;1
TR18051;27;06/07/2022;P8;16000;2;32000;5
TR18373;444;06/07/2022;P4;12000;2;24000;3
TR27786;422;06/07/2022;P7;9400;4;37600;1
TR32727;223;06/07/2022;P8;16000;3;48000;6
TR35138;276;06/07/2022;P1;8800;10;88000;9
TR5562;141;06/07/2022;P5;4200;3;12600;7
TR57283;2;06/07/2022;P5;4200;3;12600;5
TR6695;220;06/07/2022;P9;10000;3;30000;8
TR77916;229;06/07/2022;P3;7500;5;37500;14
TR87271;237;06/07/2022;P9;10000;2;20000;2
TR87345;4;06/07/2022;P5;4200;3;12600;3
TR97169;158;06/07/2022;P5;4200;2;8400;14
TR2430;189;07/07/2022;P4;12000;4;48000;7
TR26517;133;07/07/2022;P10;15000;4;60000;4
TR27651;15;07/07/2022;P6;18000;3;54000;2
TR28097;355;07/07/2022;P5;4200;5;21000;10
TR30435;95;07/07/2022;P8;16000;2;32000;7
TR36777;305;07/07/2022;P5;4200;4;16800;12
TR37642;3;07/07/2022;P7;9400;4;37600;2
TR40524;84;07/07/2022;P10;15000;3;45000;2
TR42912;77;07/07/2022;P9;10000;6;60000;9
TR457;246;07/07/2022;P8;16000;1;16000;7
TR51719;50;07/07/2022;P8;16000;3;48000;6
TR56456;53;07/07/2022;P5;4200;3;12600;2
TR62586;251;07/07/2022;P1;8800;3;26400;10
TR66543;97;07/07/2022;P9;10000;1;10000;10
TR82062;192;07/07/2022;P3;7500;3;22500;2
TR83991;391;07/07/2022;P2;3200;3;9600;6
TR84427;110;07/07/2022;P7;9400;3;28200;13
TR91305;17;07/07/2022;P7;9400;6;56400;3
TR96589;133;07/07/2022;P7;9400;6;56400;2
TR19851;3;08/07/2022;P4;12000;3;36000;3
TR35585;214;08/07/2022;P7;9400;4;37600;7
TR38669;166;08/07/2022;P4;12000;5;60000;2
TR42976;315;08/07/2022;P2;3200;3;9600;12
TR4386;54;08/07/2022;P10;15000;1;15000;2
TR46056;247;08/07/2022;P6;18000;2;36000;8
TR6198;233;08/07/2022;P7;9400;4;37600;14
TR64486;258;08/07/2022;P3;7500;1;7500;6
TR65593;395;08/07/2022;P5;4200;5;21000;4
TR71106;218;08/07/2022;P2;3200;6;19200;2
TR86702;388;08/07/2022;P2;3200;6;19200;12
TR90952;362;08/07/2022;P9;10000;3;30000;8
TR97236;255;08/07/2022;P3;7500;3;22500;12
TR17912;152;09/07/2022;P3;7500;4;30000;8
TR19550;174;09/07/2022;P9;10000;6;60000;12
TR258;96;09/07/2022;P5;4200;3;12600;5
TR29093;232;09/07/2022;P8;16000;3;48000;6
TR38700;231;09/07/2022;P6;18000;1;18000;6
TR44905;170;09/07/2022;P5;4200;2;8400;10
TR46690;171;09/07/2022;P6;18000;3;54000;4
TR49701;414;09/07/2022;P10;15000;5;75000;3
TR5084;176;09/07/2022;P5;4200;4;16800;13
TR67334;354;09/07/2022;P8;16000;3;48000;13
TR70093;128;09/07/2022;P9;10000;6;60000;6
TR70098;268;09/07/2022;P8;16000;1;16000;2
TR9376;427;09/07/2022;P3;7500;2;15000;1
TR99503;443;09/07/2022;P6;18000;1;18000;6
TR20698;343;10/07/2022;P4;12000;1;12000;5
TR32454;363;10/07/2022;P5;4200;3;12600;12
TR32974;219;10/07/2022;P3;7500;2;15000;11
TR51807;315;10/07/2022;P10;15000;1;15000;5
TR58251;279;10/07/2022;P5;4200;5;21000;4
TR81797;37;10/07/2022;P1;8800;10;88000;3
TR90402;323;10/07/2022;P3;7500;4;30000;5
TR95008;319;10/07/2022;P2;3200;7;22400;8
TR96588;221;10/07/2022;P3;7500;1;7500;4
TR14050;431;11/07/2022;P10;15000;3;45000;1
TR19919;143;11/07/2022;P9;10000;6;60000;4
TR3197;96;11/07/2022;P3;7500;1;7500;9
TR61088;1;11/07/2022;P4;12000;2;24000;6
TR61164;95;11/07/2022;P5;4200;3;12600;13
TR74348;20;11/07/2022;P3;7500;4;30000;14
TR9460;354;11/07/2022;P8;16000;2;32000;3
TR95391;416;11/07/2022;P5;4200;4;16800;6
TR98335;130;11/07/2022;P6;18000;4;72000;3
TR12333;411;12/07/2022;P10;15000;5;75000;4
TR1310;306;12/07/2022;P6;18000;2;36000;8
TR20981;121;12/07/2022;P3;7500;3;22500;14
TR29295;90;12/07/2022;P6;18000;4;72000;13
TR30261;103;12/07/2022;P10;15000;4;60000;13
TR34405;133;12/07/2022;P5;4200;5;21000;2
TR3631;168;12/07/2022;P4;12000;3;36000;13
TR42847;220;12/07/2022;P10;15000;5;75000;12
TR48273;6;12/07/2022;P1;8800;6;52800;10
TR55797;260;12/07/2022;P5;4200;5;21000;8
TR76552;89;12/07/2022;P10;15000;4;60000;8
TR84344;44;12/07/2022;P9;10000;5;50000;12
TR86305;282;12/07/2022;P8;16000;2;32000;4
TR95040;175;12/07/2022;P10;15000;3;45000;1
TR12695;392;13/07/2022;P8;16000;2;32000;1
TR23573;64;13/07/2022;P4;12000;3;36000;4
TR35195;403;13/07/2022;P2;3200;3;9600;8
TR3672;38;13/07/2022;P3;7500;6;45000;3
TR43134;427;13/07/2022;P7;9400;6;56400;11
TR51241;107;13/07/2022;P9;10000;7;70000;12
TR52524;80;13/07/2022;P1;8800;10;88000;1
TR53333;401;13/07/2022;P4;12000;3;36000;11
TR62617;132;13/07/2022;P7;9400;5;47000;10
TR70841;71;13/07/2022;P4;12000;4;48000;10
TR74928;118;13/07/2022;P2;3200;3;9600;12
TR94022;119;13/07/2022;P2;3200;4;12800;12
TR2139;211;14/07/2022;P5;4200;4;16800;7
TR37718;310;14/07/2022;P10;15000;2;30000;4
TR44981;246;14/07/2022;P6;18000;3;54000;1
TR47252;190;14/07/2022;P6;18000;1;18000;2
TR58787;329;14/07/2022;P7;9400;4;37600;14
TR641;380;14/07/2022;P4;12000;3;36000;11
TR68490;235;14/07/2022;P5;4200;4;16800;3
TR80518;242;14/07/2022;P10;15000;1;15000;10
TR86403;154;14/07/2022;P5;4200;4;16800;5
TR92658;393;14/07/2022;P8;16000;1;16000;3
TR94823;156;14/07/2022;P3;7500;2;15000;10
TR15294;109;15/07/2022;P9;10000;1;10000;3
TR30164;422;15/07/2022;P4;12000;1;12000;8
TR33708;203;15/07/2022;P1;8800;3;26400;13
TR34374;155;15/07/2022;P1;8800;5;44000;4
TR43002;131;15/07/2022;P7;9400;4;37600;4
TR49832;324;15/07/2022;P9;10000;7;70000;9
TR51065;289;15/07/2022;P10;15000;1;15000;3
TR54094;122;15/07/2022;P5;4200;5;21000;12
TR578;55;15/07/2022;P4;12000;1;12000;13
TR65129;235;15/07/2022;P1;8800;9;79200;14
TR84724;130;15/07/2022;P10;15000;2;30000;7
TR92748;234;15/07/2022;P5;4200;2;8400;13
TR96640;370;15/07/2022;P10;15000;3;45000;2
TR31029;283;16/07/2022;P5;4200;2;8400;7
TR3143;366;16/07/2022;P1;8800;2;17600;7
TR4218;86;16/07/2022;P8;16000;3;48000;3
TR48734;9;16/07/2022;P5;4200;2;8400;11
TR53450;251;16/07/2022;P5;4200;5;21000;4
TR5550;382;16/07/2022;P5;4200;3;12600;6
TR56393;122;16/07/2022;P5;4200;2;8400;10
TR60388;4;16/07/2022;P3;7500;6;45000;11
TR62166;84;16/07/2022;P5;4200;5;21000;8
TR70759;405;16/07/2022;P2;3200;3;9600;2
TR75376;5;16/07/2022;P5;4200;3;12600;6
TR83364;325;16/07/2022;P1;8800;5;44000;12
TR99601;343;16/07/2022;P1;8800;8;70400;6
TR36570;330;17/07/2022;P5;4200;2;8400;3
TR49164;181;17/07/2022;P10;15000;2;30000;4
TR60869;41;17/07/2022;P1;8800;2;17600;12
TR62363;40;17/07/2022;P5;4200;2;8400;14
TR64731;303;17/07/2022;P3;7500;5;37500;11
TR67347;219;17/07/2022;P3;7500;3;22500;4
TR68474;322;17/07/2022;P10;15000;4;60000;3
TR68921;326;17/07/2022;P9;10000;6;60000;2
TR75493;67;17/07/2022;P2;3200;7;22400;9
TR8136;174;17/07/2022;P10;15000;5;75000;6
TR83187;60;17/07/2022;P9;10000;1;10000;9
TR89318;183;17/07/2022;P3;7500;1;7500;12
TR93507;58;17/07/2022;P3;7500;1;7500;6
TR10691;228;18/07/2022;P9;10000;5;50000;10
TR14426;347;18/07/2022;P10;15000;5;75000;8
TR17260;184;18/07/2022;P3;7500;6;45000;7
TR20154;269;18/07/2022;P4;12000;5;60000;5
TR26036;179;18/07/2022;P2;3200;6;19200;4
TR26673;202;18/07/2022;P2;3200;6;19200;2
TR28937;285;18/07/2022;P3;7500;6;45000;10
TR32600;404;18/07/2022;P6;18000;1;18000;7
TR33616;233;18/07/2022;P10;15000;1;15000;3
TR38919;389;18/07/2022;P5;4200;5;21000;1
TR40874;430;18/07/2022;P3;7500;4;30000;11
TR46023;347;18/07/2022;P6;18000;2;36000;4
TR56414;106;18/07/2022;P10;15000;2;30000;2
TR61730;194;18/07/2022;P9;10000;6;60000;6
TR69674;63;18/07/2022;P7;9400;3;28200;13
TR71806;149;18/07/2022;P3;7500;1;7500;12
TR76228;310;18/07/2022;P8;16000;2;32000;9
TR83217;360;18/07/2022;P1;8800;3;26400;14
TR93440;97;18/07/2022;P10;15000;1;15000;7
TR18501;155;19/07/2022;P4;12000;4;48000;9
TR38120;268;19/07/2022;P10;15000;4;60000;10
TR44790;226;19/07/2022;P9;10000;5;50000;6
TR44879;246;19/07/2022;P8;16000;3;48000;9
TR51183;409;19/07/2022;P4;12000;1;12000;4
TR52019;308;19/07/2022;P9;10000;5;50000;13
TR55960;359;19/07/2022;P2;3200;3;9600;1
TR58929;348;19/07/2022;P2;3200;7;22400;12
TR62665;83;19/07/2022;P7;9400;2;18800;8
TR6567;225;19/07/2022;P1;8800;3;26400;7
TR83113;387;19/07/2022;P5;4200;2;8400;5
TR90470;409;19/07/2022;P10;15000;4;60000;8
TR97097;295;19/07/2022;P6;18000;4;72000;2
TR97431;106;19/07/2022;P9;10000;6;60000;9
TR26196;222;20/07/2022;P6;18000;1;18000;6
TR26697;200;20/07/2022;P10;15000;2;30000;9
TR32786;342;20/07/2022;P10;15000;2;30000;1
TR46777;280;20/07/2022;P9;10000;2;20000;1
TR56738;107;20/07/2022;P10;15000;5;75000;10
TR62628;210;20/07/2022;P3;7500;2;15000;7
TR86068;47;20/07/2022;P7;9400;6;56400;1
TR87924;35;20/07/2022;P7;9400;2;18800;3
TR96504;63;20/07/2022;P3;7500;2;15000;9
TR11380;233;21/07/2022;P6;18000;2;36000;8
TR1673;161;21/07/2022;P9;10000;5;50000;10
TR28030;141;21/07/2022;P9;10000;2;20000;10
TR28409;156;21/07/2022;P9;10000;3;30000;5
TR39448;437;21/07/2022;P6;18000;2;36000;11
TR49585;65;21/07/2022;P5;4200;5;21000;8
TR50660;135;21/07/2022;P10;15000;2;30000;8
TR55267;247;21/07/2022;P4;12000;1;12000;13
TR59147;218;21/07/2022;P7;9400;4;37600;12
TR7340;272;21/07/2022;P7;9400;5;47000;4
TR78287;393;21/07/2022;P5;4200;2;8400;2
TR1049;344;22/07/2022;P1;8800;5;44000;11
TR10987;350;22/07/2022;P2;3200;6;19200;10
TR1571;272;22/07/2022;P1;8800;6;52800;9
TR22083;134;22/07/2022;P8;16000;3;48000;8
TR58934;206;22/07/2022;P10;15000;1;15000;2
TR70360;393;22/07/2022;P5;4200;3;12600;9
TR76806;62;22/07/2022;P3;7500;3;22500;5
TR78085;122;22/07/2022;P2;3200;4;12800;13
TR80034;427;22/07/2022;P3;7500;4;30000;10
TR88485;442;22/07/2022;P9;10000;7;70000;7
TR99442;305;22/07/2022;P10;15000;1;15000;9
TR16264;158;23/07/2022;P3;7500;5;37500;6
TR20170;165;23/07/2022;P3;7500;2;15000;13
TR32546;431;23/07/2022;P5;4200;3;12600;1
TR35699;35;23/07/2022;P8;16000;2;32000;3
TR37670;173;23/07/2022;P4;12000;2;24000;6
TR42568;336;23/07/2022;P3;7500;1;7500;11
TR43132;316;23/07/2022;P10;15000;2;30000;5
TR49965;190;23/07/2022;P7;9400;3;28200;12
TR54521;118;23/07/2022;P5;4200;4;16800;7
TR58557;220;23/07/2022;P4;12000;3;36000;8
TR58930;78;23/07/2022;P1;8800;7;61600;10
TR5986;379;23/07/2022;P2;3200;4;12800;4
TR63342;406;23/07/2022;P5;4200;4;16800;8
TR72935;70;23/07/2022;P7;9400;4;37600;3
TR86223;391;23/07/2022;P5;4200;4;16800;14
TR86677;275;23/07/2022;P10;15000;2;30000;3
TR88783;371;23/07/2022;P7;9400;6;56400;13
TR12998;30;24/07/2022;P10;15000;5;75000;2
TR28043;311;24/07/2022;P7;9400;6;56400;13
TR2808;24;24/07/2022;P7;9400;2;18800;7
TR36341;95;24/07/2022;P3;7500;2;15000;7
TR37620;210;24/07/2022;P10;15000;2;30000;3
TR40501;129;24/07/2022;P10;15000;4;60000;14
TR47249;434;24/07/2022;P3;7500;1;7500;4
TR60813;341;24/07/2022;P1;8800;7;61600;13
TR61336;204;24/07/2022;P7;9400;2;18800;8
TR65220;75;24/07/2022;P5;4200;3;12600;4
TR76972;69;24/07/2022;P7;9400;6;56400;5
TR89823;37;24/07/2022;P2;3200;4;12800;14
TR93557;421;24/07/2022;P10;15000;2;30000;11
TR94045;35;24/07/2022;P7;9400;4;37600;4
TR99917;442;24/07/2022;P3;7500;1;7500;5
TR1894;276;25/07/2022;P3;7500;3;22500;11
TR2171;155;25/07/2022;P7;9400;4;37600;6
TR22482;427;25/07/2022;P2;3200;5;16000;8
TR29147;78;25/07/2022;P7;9400;5;47000;7
TR31405;447;25/07/2022;P10;15000;2;30000;5
TR51479;149;25/07/2022;P1;8800;3;26400;7
TR53532;182;25/07/2022;P7;9400;3;28200;12
TR56821;357;25/07/2022;P1;8800;10;88000;6
TR58485;348;25/07/2022;P9;10000;7;70000;13
TR67165;112;25/07/2022;P10;15000;3;45000;4
TR73167;395;25/07/2022;P7;9400;3;28200;6
TR74634;92;25/07/2022;P2;3200;7;22400;6
TR77214;392;25/07/2022;P10;15000;3;45000;9
TR80656;73;25/07/2022;P2;3200;7;22400;14
TR82864;373;25/07/2022;P1;8800;2;17600;6
TR84729;447;25/07/2022;P10;15000;1;15000;14
TR91361;445;25/07/2022;P5;4200;2;8400;5
TR92290;16;25/07/2022;P5;4200;3;12600;11
TR37299;281;26/07/2022;P10;15000;3;45000;7
TR49786;193;26/07/2022;P10;15000;2;30000;4
TR6646;40;26/07/2022;P8;16000;2;32000;3
TR80476;106;26/07/2022;P3;7500;4;30000;8
TR80963;242;26/07/2022;P9;10000;6;60000;1
TR92041;158;26/07/2022;P6;18000;2;36000;14
TR96548;195;26/07/2022;P9;10000;7;70000;13
TR13399;251;27/07/2022;P3;7500;6;45000;9
TR1761;33;27/07/2022;P9;10000;5;50000;9
TR18734;137;27/07/2022;P3;7500;6;45000;10
TR18919;301;27/07/2022;P8;16000;1;16000;3
TR35393;146;27/07/2022;P4;12000;3;36000;4
TR37247;168;27/07/2022;P9;10000;6;60000;11
TR4330;184;27/07/2022;P7;9400;4;37600;2
TR43865;140;27/07/2022;P4;12000;5;60000;3
TR64592;233;27/07/2022;P7;9400;5;47000;1
TR68397;366;27/07/2022;P7;9400;4;37600;11
TR73213;438;27/07/2022;P9;10000;4;40000;9
TR74255;269;27/07/2022;P2;3200;6;19200;5
TR75926;93;27/07/2022;P3;7500;3;22500;1
TR77018;290;27/07/2022;P5;4200;5;21000;9
TR7731;374;27/07/2022;P2;3200;5;16000;3
TR85662;256;27/07/2022;P2;3200;4;12800;8
TR95917;404;27/07/2022;P1;8800;4;35200;6
TR14318;329;28/07/2022;P7;9400;3;28200;8
TR21815;281;28/07/2022;P9;10000;6;60000;9
TR30682;51;28/07/2022;P1;8800;8;70400;14
TR36893;263;28/07/2022;P9;10000;7;70000;1
TR44357;436;28/07/2022;P10;15000;2;30000;7
TR5163;179;28/07/2022;P5;4200;2;8400;3
TR5234;127;28/07/2022;P7;9400;3;28200;3
TR55462;100;28/07/2022;P5;4200;3;12600;4
TR55490;139;28/07/2022;P9;10000;7;70000;2
TR68469;430;28/07/2022;P5;4200;5;21000;1
TR70456;268;28/07/2022;P10;15000;3;45000;6
TR73353;321;28/07/2022;P5;4200;2;8400;14
TR85075;123;28/07/2022;P8;16000;3;48000;11
TR87669;106;28/07/2022;P9;10000;3;30000;2
TR31560;317;29/07/2022;P10;15000;5;75000;9
TR33898;133;29/07/2022;P4;12000;4;48000;12
TR44006;279;29/07/2022;P4;12000;4;48000;1
TR47867;335;29/07/2022;P5;4200;5;21000;3
TR48903;100;29/07/2022;P7;9400;5;47000;9
TR55822;265;29/07/2022;P9;10000;3;30000;9
TR60324;117;29/07/2022;P7;9400;3;28200;3
TR61852;222;29/07/2022;P3;7500;5;37500;10
TR79961;198;29/07/2022;P2;3200;3;9600;4
TR29281;351;30/07/2022;P2;3200;3;9600;13
TR34702;73;30/07/2022;P10;15000;1;15000;1
TR35027;352;30/07/2022;P5;4200;3;12600;10
TR53646;134;30/07/2022;P9;10000;1;10000;4
TR57388;279;30/07/2022;P5;4200;3;12600;12
TR79279;312;30/07/2022;P5;4200;3;12600;7
TR87025;166;30/07/2022;P8;16000;3;48000;12
TR90924;22;30/07/2022;P5;4200;3;12600;1
TR96436;261;30/07/2022;P5;4200;4;16800;14
TR11561;95;31/07/2022;P5;4200;3;12600;13
TR18825;413;31/07/2022;P5;4200;3;12600;12
TR19314;232;31/07/2022;P8;16000;1;16000;2
TR33646;297;31/07/2022;P6;18000;4;72000;14
TR35431;163;31/07/2022;P2;3200;4;12800;6
TR39340;37;31/07/2022;P2;3200;5;16000;8
TR43786;173;31/07/2022;P2;3200;5;16000;14
TR46910;366;31/07/2022;P8;16000;3;48000;7
TR53122;154;31/07/2022;P7;9400;5;47000;4
TR56532;102;31/07/2022;P7;9400;4;37600;7
TR64171;261;31/07/2022;P8;16000;3;48000;5
TR64429;175;31/07/2022;P8;16000;2;32000;12
TR66732;305;31/07/2022;P5;4200;5;21000;10
TR67801;127;31/07/2022;P9;10000;5;50000;5
TR74894;269;31/07/2022;P5;4200;2;8400;3
TR79061;159;31/07/2022;P10;15000;3;45000;8
TR84627;379;31/07/2022;P3;7500;4;30000;5
TR86739;426;31/07/2022;P2;3200;3;9600;1
TR87312;156;31/07/2022;P3;7500;3;22500;11
TR89427;337;31/07/2022;P5;4200;3;12600;6
TR99533;314;31/07/2022;P6;18000;2;36000;3
TR14097;14;01/08/2022;P6;18000;2;36000;4
TR16315;191;01/08/2022;P2;3200;5;16000;14
TR16655;86;01/08/2022;P5;4200;5;21000;6
TR17167;56;01/08/2022;P8;16000;3;48000;7
TR17636;432;01/08/2022;P4;12000;5;60000;9
TR20788;90;01/08/2022;P8;16000;1;16000;13
TR31798;93;01/08/2022;P5;4200;2;8400;11
TR5342;41;01/08/2022;P4;12000;3;36000;2
TR59109;7;01/08/2022;P5;4200;5;21000;2
TR63511;395;01/08/2022;P1;8800;4;35200;4
TR67910;361;01/08/2022;P5;4200;2;8400;7
TR69555;221;01/08/2022;P4;12000;3;36000;4
TR70767;72;01/08/2022;P9;10000;5;50000;3
TR81266;49;01/08/2022;P9;10000;3;30000;7
TR86513;393;01/08/2022;P1;8800;2;17600;6
TR9305;9;01/08/2022;P1;8800;6;52800;3
TR12611;401;02/08/2022;P8;16000;3;48000;9
TR15270;186;02/08/2022;P5;4200;3;12600;8
TR17682;86;02/08/2022;P2;3200;7;22400;3
TR20640;118;02/08/2022;P8;16000;3;48000;9
TR27157;14;02/08/2022;P7;9400;4;37600;10
TR39680;445;02/08/2022;P6;18000;3;54000;11
TR47095;129;02/08/2022;P5;4200;3;12600;5
TR48519;176;02/08/2022;P3;7500;5;37500;5
TR65250;290;02/08/2022;P10;15000;3;45000;2
TR69251;276;02/08/2022;P5;4200;4;16800;10
TR79559;97;02/08/2022;P3;7500;3;22500;10
TR83110;341;02/08/2022;P10;15000;5;75000;6
TR84912;231;02/08/2022;P3;7500;3;22500;1
TR85548;399;02/08/2022;P5;4200;5;21000;3
TR94856;431;02/08/2022;P10;15000;3;45000;6
TR97515;281;02/08/2022;P2;3200;4;12800;13
TR30908;74;03/08/2022;P7;9400;5;47000;12
TR49380;31;03/08/2022;P4;12000;3;36000;14
TR49423;88;03/08/2022;P9;10000;4;40000;6
TR59683;44;03/08/2022;P1;8800;5;44000;7
TR79155;200;03/08/2022;P3;7500;2;15000;4
TR90285;166;03/08/2022;P2;3200;3;9600;12
TR10555;139;04/08/2022;P7;9400;3;28200;11
TR16793;201;04/08/2022;P10;15000;1;15000;2
TR58845;310;04/08/2022;P2;3200;6;19200;6
TR71187;420;04/08/2022;P5;4200;5;21000;9
TR79426;190;04/08/2022;P3;7500;3;22500;9
TR90632;358;04/08/2022;P8;16000;3;48000;7
TR93539;247;04/08/2022;P5;4200;2;8400;12
TR96145;397;04/08/2022;P3;7500;6;45000;6
TR96662;243;04/08/2022;P10;15000;1;15000;4
TR23538;333;05/08/2022;P5;4200;2;8400;8
TR33240;75;05/08/2022;P9;10000;6;60000;7
TR41105;416;05/08/2022;P1;8800;8;70400;8
TR42437;221;05/08/2022;P10;15000;4;60000;2
TR53873;113;05/08/2022;P2;3200;6;19200;14
TR65206;418;05/08/2022;P5;4200;3;12600;7
TR82887;272;05/08/2022;P5;4200;3;12600;4
TR84433;424;05/08/2022;P10;15000;5;75000;14
TR88479;195;05/08/2022;P2;3200;7;22400;4
TR92526;137;05/08/2022;P2;3200;3;9600;13
TR15201;439;06/08/2022;P2;3200;4;12800;1
TR18389;301;06/08/2022;P8;16000;3;48000;11
TR3067;298;06/08/2022;P8;16000;2;32000;14
TR34713;312;06/08/2022;P2;3200;6;19200;9
TR35016;45;06/08/2022;P9;10000;3;30000;5
TR38731;322;06/08/2022;P10;15000;2;30000;11
TR43690;386;06/08/2022;P5;4200;5;21000;9
TR54264;298;06/08/2022;P3;7500;4;30000;5
TR81199;393;06/08/2022;P9;10000;6;60000;2
TR94447;77;06/08/2022;P6;18000;3;54000;7
TR10194;264;07/08/2022;P8;16000;2;32000;8
TR11542;286;07/08/2022;P8;16000;1;16000;8
TR16850;374;07/08/2022;P7;9400;4;37600;14
TR26336;81;07/08/2022;P1;8800;6;52800;9
TR32161;332;07/08/2022;P5;4200;4;16800;13
TR4697;431;07/08/2022;P8;16000;3;48000;14
TR62372;327;07/08/2022;P7;9400;3;28200;7
TR63136;234;07/08/2022;P4;12000;3;36000;11
TR67236;115;07/08/2022;P2;3200;6;19200;10
TR83406;421;07/08/2022;P3;7500;1;7500;6
TR9330;213;07/08/2022;P3;7500;6;45000;11
TR96823;105;07/08/2022;P8;16000;2;32000;8
TR97782;247;07/08/2022;P3;7500;4;30000;9
TR99172;185;07/08/2022;P1;8800;4;35200;9
TR20902;299;08/08/2022;P8;16000;2;32000;1
TR22246;274;08/08/2022;P3;7500;5;37500;6
TR28349;190;08/08/2022;P8;16000;3;48000;5
TR31279;89;08/08/2022;P6;18000;2;36000;3
TR3712;1;08/08/2022;P10;15000;4;60000;2
TR40538;96;08/08/2022;P9;10000;7;70000;12
TR49656;55;08/08/2022;P4;12000;3;36000;8
TR5797;204;08/08/2022;P1;8800;6;52800;7
TR67955;159;08/08/2022;P1;8800;6;52800;13
TR77153;90;08/08/2022;P4;12000;5;60000;14
TR77234;139;08/08/2022;P5;4200;4;16800;7
TR8891;447;08/08/2022;P10;15000;3;45000;9
TR15996;31;09/08/2022;P7;9400;2;18800;13
TR17484;70;09/08/2022;P4;12000;1;12000;4
TR18727;304;09/08/2022;P6;18000;1;18000;4
TR22314;400;09/08/2022;P9;10000;4;40000;9
TR24655;33;09/08/2022;P5;4200;4;16800;6
TR25758;16;09/08/2022;P9;10000;7;70000;7
TR28062;17;09/08/2022;P4;12000;1;12000;8
TR30250;114;09/08/2022;P1;8800;6;52800;11
TR36588;45;09/08/2022;P4;12000;3;36000;9
TR3908;28;09/08/2022;P10;15000;1;15000;1
TR525;135;09/08/2022;P7;9400;6;56400;10
TR57556;67;09/08/2022;P9;10000;2;20000;2
TR5947;421;09/08/2022;P3;7500;3;22500;5
TR63719;184;09/08/2022;P1;8800;10;88000;14
TR65452;198;09/08/2022;P10;15000;5;75000;9
TR66220;291;09/08/2022;P9;10000;5;50000;9
TR85162;134;09/08/2022;P3;7500;4;30000;5
TR92912;124;09/08/2022;P5;4200;2;8400;5
TR94031;345;09/08/2022;P5;4200;4;16800;5
TR94958;125;09/08/2022;P5;4200;2;8400;8
TR12826;167;10/08/2022;P8;16000;1;16000;1
TR28346;77;10/08/2022;P10;15000;1;15000;7
TR38865;12;10/08/2022;P7;9400;6;56400;14
TR45350;285;10/08/2022;P9;10000;1;10000;12
TR68248;435;10/08/2022;P5;4200;5;21000;8
TR74019;357;10/08/2022;P3;7500;2;15000;14
TR84887;169;10/08/2022;P2;3200;7;22400;7
TR85167;90;10/08/2022;P2;3200;6;19200;11
TR85591;295;10/08/2022;P5;4200;3;12600;3
TR12185;201;11/08/2022;P2;3200;3;9600;11
TR22534;177;11/08/2022;P7;9400;6;56400;7
TR250;56;11/08/2022;P7;9400;5;47000;10
TR27321;441;11/08/2022;P4;12000;2;24000;10
TR36311;357;11/08/2022;P8;16000;1;16000;4
TR37315;111;11/08/2022;P9;10000;4;40000;1
TR46890;307;11/08/2022;P7;9400;5;47000;13
TR50449;398;11/08/2022;P4;12000;4;48000;14
TR65169;444;11/08/2022;P10;15000;4;60000;11
TR71128;203;11/08/2022;P3;7500;5;37500;1
TR77093;149;11/08/2022;P10;15000;1;15000;8
TR81428;63;11/08/2022;P10;15000;3;45000;13
TR85828;327;11/08/2022;P5;4200;3;12600;14
TR2020;406;12/08/2022;P3;7500;2;15000;11
TR21467;120;12/08/2022;P9;10000;2;20000;13
TR24185;223;12/08/2022;P10;15000;1;15000;6
TR64422;256;12/08/2022;P9;10000;4;40000;8
TR66289;126;12/08/2022;P5;4200;5;21000;8
TR95096;168;12/08/2022;P5;4200;3;12600;3
TR10247;101;13/08/2022;P9;10000;4;40000;10
TR18564;192;13/08/2022;P6;18000;1;18000;1
TR23247;158;13/08/2022;P9;10000;5;50000;14
TR26954;434;13/08/2022;P10;15000;5;75000;13
TR27968;286;13/08/2022;P7;9400;4;37600;1
TR29132;121;13/08/2022;P6;18000;3;54000;5
TR43837;180;13/08/2022;P7;9400;6;56400;6
TR46117;26;13/08/2022;P7;9400;3;28200;8
TR57004;315;13/08/2022;P9;10000;7;70000;1
TR62593;281;13/08/2022;P5;4200;2;8400;2
TR64665;216;13/08/2022;P2;3200;7;22400;12
TR76558;201;13/08/2022;P5;4200;4;16800;11
TR78226;150;13/08/2022;P10;15000;3;45000;3
TR82377;356;13/08/2022;P9;10000;5;50000;2
TR95512;386;13/08/2022;P9;10000;7;70000;12
TR11029;229;14/08/2022;P10;15000;2;30000;2
TR18632;142;14/08/2022;P9;10000;2;20000;11
TR28042;40;14/08/2022;P7;9400;4;37600;1
TR43584;221;14/08/2022;P1;8800;3;26400;13
TR48790;419;14/08/2022;P9;10000;7;70000;6
TR50341;286;14/08/2022;P7;9400;3;28200;14
TR52408;353;14/08/2022;P5;4200;3;12600;14
TR54287;15;14/08/2022;P9;10000;3;30000;1
TR56131;438;14/08/2022;P9;10000;6;60000;9
TR59229;377;14/08/2022;P3;7500;5;37500;8
